Order_ID,Gender_Category,Product_Line,Product_Name,Size,Revenue,Sales_Channel,Region,Profit_columns,Loss
2324,Women,Soccer,Mercurial Superfly,M,0.0,Online,Kolkata,2640.1,0.0
2325,Men,Basketball,Zoom Freak,M,0.0,Online,Kolkata,3954.38,0.0
2326,Women,Lifestyle,Dunk Low,XL,0.0,Retail,Kolkata,2047.65,0.0
2327,Men,Training,Flex Trainer,XL,0.0,Retail,Delhi,3402.41,0.0
2328,Men,Lifestyle,Waffle One,6,9158.23,Online,Mumbai,39.69,0.0
2329,Men,Basketball,Kyrie Flytrap,L,0.0,Online,Mumbai,1833.07,0.0
2330,Women,Training,Flex Trainer,XL,0.0,Online,Mumbai,0.0,-648.08
2331,Kids,Basketball,Kyrie Flytrap,L,0.0,Retail,Mumbai,0.0,-304.92
2332,Kids,Training,Flex Trainer,L,0.0,Retail,Pune,2914.06,0.0
2333,Kids,Running,Free RN,L,0.0,Online,Hyderabad,0.0,-614.06
2334,Women,Training,SuperRep Go,L,0.0,Retail,Mumbai,0.0,-80.25
2335,Women,Running,Free RN,XL,0.0,Online,Mumbai,217.22,0.0
2336,Kids,Soccer,Mercurial Superfly,8,0.0,Online,Pune,3854.71,0.0
2337,Women,Training,SuperRep Go,L,0.0,Online,Pune,3186.84,0.0
2338,Women,Soccer,Premier III,XL,0.0,Retail,Delhi,3529.93,0.0
2339,Women,Basketball,LeBron 20,L,0.0,Retail,Kolkata,3196.02,0.0
2340,Women,Running,Free RN,7,0.0,Online,Mumbai,0.0,-425.99
2341,Women,Lifestyle,Waffle One,11,0.0,Online,Hyderabad,0.0,-280.18
2342,Women,Training,Metcon 7,XL,0.0,Retail,Kolkata,3463.09,0.0
2343,Women,Basketball,Zoom Freak,L,0.0,Retail,Kolkata,1900.24,0.0
2344,Kids,Training,ZoomX Invincible,10,0.0,Online,Kolkata,938.88,0.0
2345,Men,Running,React Infinity,L,0.0,Retail,Hyderabad,3039.05,0.0
2346,Men,Soccer,Phantom GT,7,0.0,Retail,Mumbai,324.45,0.0
2347,Men,Training,Flex Trainer,L,0.0,Retail,Bangaluru,3511.89,0.0
2348,Kids,Training,Metcon 7,XL,0.0,Retail,Delhi,2604.68,0.0
2349,Kids,Soccer,Tiempo Legend,10,0.0,Online,Delhi,0.0,-902.62
2350,Men,Running,Air Zoom,L,0.0,Retail,Delhi,2494.5,0.0
2351,Men,Basketball,LeBron 20,11,0.0,Retail,Pune,2363.69,0.0
2352,Men,Basketball,LeBron 20,M,0.0,Online,Bangaluru,599.21,0.0
2353,Kids,Training,ZoomX Invincible,9,0.0,Retail,Bangaluru,818.35,0.0
2354,Men,Basketball,Kyrie Flytrap,L,0.0,Online,Hyderabad,1445.09,0.0
2355,Women,Lifestyle,Waffle One,L,0.0,Retail,bengaluru,0.0,-887.83
2356,Men,Basketball,Air Jordan,L,0.0,Retail,Pune,543.26,0.0
2357,Women,Lifestyle,Air Force 1,M,0.0,Retail,Bangaluru,0.0,-1199.32
2358,Men,Basketball,LeBron 20,M,0.0,Online,Pune,1819.6,0.0
2359,Men,Lifestyle,Waffle One,L,-6492.08,Retail,Pune,0.0,-874.96
2360,Women,Training,Metcon 7,XL,0.0,Online,Hyderabad,1947.5,0.0
2361,Kids,Training,Flex Trainer,L,0.0,Retail,Mumbai,1302.98,0.0
2362,Women,Lifestyle,Blazer Mid,XL,0.0,Online,bengaluru,3817.26,0.0
2363,Kids,Running,Pegasus Turbo,XL,0.0,Retail,Hyderabad,0.0,-597.61
2364,Women,Lifestyle,Dunk Low,M,0.0,Online,Delhi,1414.23,0.0
2365,Women,Running,React Infinity,10,0.0,Online,Hyderabad,3555.61,0.0
2366,Kids,Lifestyle,Waffle One,M,0.0,Retail,Bangaluru,3737.47,0.0
2367,Kids,Lifestyle,Dunk Low,XL,3969.91,Online,Bangaluru,0.0,-202.12
2368,Women,Lifestyle,Waffle One,L,0.0,Retail,Delhi,2369.28,0.0
2369,Men,Basketball,LeBron 20,XL,0.0,Online,Hyderabad,2427.86,0.0
2370,Men,Running,Pegasus Turbo,L,0.0,Online,Delhi,867.37,0.0
2371,Kids,Training,Flex Trainer,L,0.0,Online,Kolkata,3424.65,0.0
2372,Men,Running,Free RN,L,0.0,Online,Kolkata,3365.96,0.0
2373,Women,Lifestyle,Air Force 1,XL,0.0,Retail,Kolkata,2738.82,0.0
2006,Women,Basketball,Zoom Freak,L,0.0,Retail,Bangaluru,0.0,-1109.57
2375,Men,Training,Metcon 7,L,0.0,Retail,Mumbai,990.59,0.0
2376,Men,Lifestyle,Dunk Low,XL,0.0,Online,Delhi,0.0,-234.66
2377,Men,Basketball,LeBron 20,L,0.0,Online,Mumbai,2438.24,0.0
2378,Women,Basketball,LeBron 20,XL,0.0,Retail,Mumbai,2107.42,0.0
2379,Men,Lifestyle,Air Force 1,L,0.0,Online,Mumbai,3289.77,0.0
2380,Men,Soccer,Phantom GT,M,0.0,Retail,Delhi,2707.27,0.0
2381,Kids,Lifestyle,Dunk Low,M,-290.08,Retail,Pune,213.96,0.0
2382,Men,Lifestyle,Waffle One,L,0.0,Retail,Mumbai,787.42,0.0
2004,Women,Basketball,LeBron 20,L,0.0,Online,Kolkata,69.68,0.0
2384,Women,Training,SuperRep Go,L,-1553.23,Online,Delhi,42.89,0.0
2385,Men,Training,Metcon 7,L,0.0,Retail,Delhi,1443.09,0.0
2386,Men,Basketball,Kyrie Flytrap,M,0.0,Online,Pune,2029.55,0.0
2387,Women,Basketball,Kyrie Flytrap,L,0.0,Online,Pune,1042.09,0.0
2388,Kids,Running,Air Zoom,L,0.0,Retail,Bangaluru,2587.26,0.0
2389,Women,Basketball,Kyrie Flytrap,XL,0.0,Online,Delhi,0.0,-406.39
2390,Kids,Lifestyle,Waffle One,XL,0.0,Online,Delhi,496.54,0.0
2002,Women,Training,ZoomX Invincible,XL,0.0,Retail,Kolkata,3842.85,0.0
2392,Kids,Basketball,Zoom Freak,XL,0.0,Retail,bengaluru,1356.18,0.0
2050,Kids,Training,ZoomX Invincible,L,0.0,Retail,Hyderabad,4.76,0.0
2394,Kids,Lifestyle,Air Force 1,XL,0.0,Online,Delhi,0.0,-133.03
2395,Kids,Soccer,Premier III,XL,0.0,Online,Pune,85.0,0.0
2396,Men,Basketball,Air Jordan,L,0.0,Retail,Pune,859.93,0.0
2397,Men,Soccer,Phantom GT,XL,0.0,Retail,Mumbai,3996.96,0.0
2398,Women,Soccer,Mercurial Superfly,L,0.0,Retail,Bangaluru,3888.42,0.0
2399,Women,Running,Air Zoom,L,0.0,Retail,Pune,515.6,0.0
2025,Kids,Training,ZoomX Invincible,XL,0.0,Online,Pune,0.0,-277.41
2012,Kids,Running,Pegasus Turbo,L,0.0,Retail,Pune,2688.05,0.0
2402,Kids,Running,React Infinity,L,0.0,Online,Mumbai,1231.3,0.0
2403,Women,Running,React Infinity,XL,0.0,Retail,Delhi,1309.54,0.0
2404,Men,Lifestyle,Blazer Mid,XL,0.0,Online,Pune,0.0,-501.36
2405,Men,Basketball,Kyrie Flytrap,6,0.0,Online,Kolkata,69.95,0.0
2406,Men,Training,Metcon 7,L,0.0,Online,Mumbai,402.0,0.0
2407,Kids,Running,Free RN,6,0.0,Online,Kolkata,521.77,0.0
2408,Men,Soccer,Premier III,XL,0.0,Retail,bengaluru,1731.86,0.0
2409,Men,Basketball,Zoom Freak,M,0.0,Retail,bengaluru,2993.72,0.0
2410,Kids,Basketball,Air Jordan,L,0.0,Retail,Hyderabad,1344.49,0.0
2025,Men,Lifestyle,Blazer Mid,L,0.0,Retail,Kolkata,3808.81,0.0
2412,Kids,Lifestyle,Blazer Mid,XL,4231.46,Retail,Mumbai,1135.72,0.0
2413,Men,Training,Flex Trainer,XL,17864.46,Retail,Kolkata,2329.98,0.0
2414,Women,Basketball,Air Jordan,XL,0.0,Online,Hyderabad,0.0,-829.35
2415,Women,Running,Free RN,8,0.0,Retail,Bangaluru,73.75,0.0
2416,Kids,Soccer,Mercurial Superfly,9,-2810.35,Retail,Mumbai,3485.64,0.0
2417,Men,Lifestyle,Dunk Low,L,0.0,Retail,bengaluru,1727.06,0.0
2418,Men,Soccer,Phantom GT,XL,0.0,Retail,Mumbai,3110.43,0.0
2419,Men,Lifestyle,Dunk Low,L,0.0,Online,Hyderabad,2868.49,0.0
2420,Kids,Basketball,Zoom Freak,9,0.0,Online,Hyderabad,1664.6,0.0
2421,Women,Running,React Infinity,M,0.0,Retail,Pune,3398.15,0.0
2422,Kids,Soccer,Tiempo Legend,L,0.0,Retail,Mumbai,3044.66,0.0
2025,Kids,Training,Flex Trainer,11,0.0,Retail,Hyderabad,2802.1,0.0
2424,Women,Basketball,Air Jordan,10,0.0,Online,Kolkata,1749.8,0.0
2425,Kids,Training,ZoomX Invincible,XL,0.0,Online,bengaluru,3058.78,0.0
2426,Kids,Lifestyle,Dunk Low,M,0.0,Retail,Pune,0.0,-72.52
2427,Men,Running,Pegasus Turbo,7,0.0,Online,Delhi,1683.98,0.0
2428,Kids,Basketball,Kyrie Flytrap,12,0.0,Retail,Mumbai,427.51,0.0
2429,Kids,Lifestyle,Dunk Low,L,0.0,Online,Mumbai,550.48,0.0
2430,Women,Soccer,Tiempo Legend,12,0.0,Online,Pune,215.3,0.0
2431,Women,Lifestyle,Blazer Mid,L,0.0,Online,Hyderabad,1627.78,0.0
2432,Women,Basketball,Zoom Freak,L,425.13,Online,Mumbai,3754.3,0.0
2433,Men,Basketball,Zoom Freak,L,0.0,Retail,Pune,0.0,-620.53
2434,Kids,Training,Metcon 7,M,-634.04,Online,Hyderabad,387.15,0.0
2435,Kids,Lifestyle,Waffle One,XL,0.0,Retail,Kolkata,2378.82,0.0
2436,Kids,Basketball,LeBron 20,8,0.0,Online,bengaluru,2213.84,0.0
2437,Women,Running,Pegasus Turbo,XL,0.0,Retail,Hyderabad,0.0,-281.42
2438,Men,Training,Metcon 7,8,0.0,Retail,Mumbai,2965.39,0.0
2439,Men,Lifestyle,Blazer Mid,L,0.0,Retail,Bangaluru,3467.1,0.0
2440,Women,Basketball,Kyrie Flytrap,XL,0.0,Retail,Kolkata,2989.6,0.0
2441,Women,Training,Metcon 7,XL,0.0,Retail,Pune,0.0,-219.02
2442,Men,Soccer,Tiempo Legend,L,0.0,Online,Mumbai,3083.26,0.0
2443,Women,Basketball,LeBron 20,M,0.0,Retail,Mumbai,2449.43,0.0
2444,Women,Lifestyle,Blazer Mid,XL,0.0,Retail,Pune,1621.74,0.0
2445,Women,Basketball,Air Jordan,XL,0.0,Online,Kolkata,141.93,0.0
2446,Men,Soccer,Mercurial Superfly,L,0.0,Online,Kolkata,3198.97,0.0
2447,Kids,Lifestyle,Waffle One,XL,0.0,Online,Kolkata,1291.8,0.0
2003,Women,Lifestyle,Waffle One,XL,13285.66,Online,Kolkata,1764.52,0.0
2449,Women,Training,SuperRep Go,L,0.0,Retail,Hyderabad,0.0,-173.68
2450,Men,Basketball,Air Jordan,12,0.0,Online,Kolkata,1786.43,0.0
2451,Kids,Soccer,Premier III,L,0.0,Online,Mumbai,2233.57,0.0
2452,Men,Lifestyle,Dunk Low,XL,0.0,Online,Bangaluru,176.96,0.0
2453,Women,Running,React Infinity,M,0.0,Online,Pune,387.79,0.0
2454,Women,Soccer,Tiempo Legend,XL,0.0,Online,Bangaluru,3100.44,0.0
2455,Women,Training,Metcon 7,L,0.0,Retail,Delhi,2003.31,0.0
2456,Women,Soccer,Premier III,M,0.0,Retail,Kolkata,3498.64,0.0
2457,Women,Soccer,Mercurial Superfly,L,0.0,Retail,Bangaluru,2443.4,0.0
2458,Kids,Soccer,Phantom GT,L,0.0,Retail,Pune,573.21,0.0
2459,Kids,Basketball,Air Jordan,M,0.0,Retail,Kolkata,0.0,-404.04
2460,Women,Basketball,Zoom Freak,XL,7127.85,Online,Kolkata,0.0,-823.8
2461,Women,Basketball,LeBron 20,L,0.0,Online,Pune,3146.03,0.0
2462,Men,Basketball,Zoom Freak,8,0.0,Retail,Pune,2143.6,0.0
2037,Women,Running,React Infinity,XL,0.0,Online,Delhi,438.39,0.0
2464,Women,Lifestyle,Blazer Mid,XL,0.0,Retail,Hyderabad,3507.56,0.0
2465,Kids,Lifestyle,Blazer Mid,7,0.0,Retail,Pune,684.07,0.0
2466,Women,Soccer,Mercurial Superfly,L,0.0,Retail,Pune,3056.38,0.0
2467,Kids,Training,SuperRep Go,M,0.0,Online,Mumbai,1899.54,0.0
2468,Women,Soccer,Phantom GT,7,0.0,Retail,bengaluru,0.0,-1113.25
2469,Men,Training,Metcon 7,XL,0.0,Retail,Mumbai,0.0,-279.26
2470,Men,Soccer,Mercurial Superfly,L,0.0,Online,Delhi,1099.17,0.0
2471,Men,Basketball,Kyrie Flytrap,L,0.0,Retail,Pune,464.96,0.0
2472,Men,Basketball,LeBron 20,L,0.0,Online,Mumbai,560.7,0.0
2473,Men,Training,ZoomX Invincible,L,0.0,Retail,Pune,283.56,0.0
2474,Kids,Training,Metcon 7,M,0.0,Retail,Delhi,115.11,0.0
2475,Men,Running,Free RN,L,0.0,Online,bengaluru,3885.97,0.0
2476,Men,Soccer,Premier III,M,0.0,Retail,Pune,0.0,-627.07
2477,Women,Training,ZoomX Invincible,M,0.0,Online,Hyderabad,0.0,-177.68
2478,Women,Soccer,Mercurial Superfly,L,0.0,Online,Pune,0.0,-223.4
2479,Women,Running,Air Zoom,L,0.0,Online,Delhi,952.78,0.0
2480,Men,Basketball,Kyrie Flytrap,M,0.0,Retail,Pune,25.18,0.0
2481,Women,Soccer,Premier III,7,8505.19,Online,Pune,1755.19,0.0
2482,Men,Lifestyle,Air Force 1,XL,0.0,Online,Mumbai,2642.8,0.0
2483,Kids,Running,Free RN,L,0.0,Retail,Delhi,856.75,0.0
2484,Men,Soccer,Mercurial Superfly,10,0.0,Retail,Bangaluru,1189.82,0.0
2485,Kids,Running,Air Zoom,M,0.0,Online,Hyderabad,16.06,0.0
2486,Kids,Soccer,Mercurial Superfly,M,0.0,Retail,Hyderabad,1332.57,0.0
2487,Men,Running,Air Zoom,L,3528.68,Online,Hyderabad,2108.4,0.0
2488,Kids,Running,Free RN,6,0.0,Retail,Kolkata,300.76,0.0
2489,Men,Lifestyle,Air Force 1,L,0.0,Retail,Hyderabad,1415.34,0.0
2490,Women,Soccer,Premier III,L,3761.39,Online,Hyderabad,0.0,-494.53
2491,Kids,Soccer,Phantom GT,M,0.0,Online,bengaluru,0.0,-432.44
2492,Kids,Basketball,LeBron 20,L,0.0,Online,Kolkata,473.22,0.0
2493,Women,Soccer,Premier III,L,0.0,Retail,Kolkata,1659.75,0.0
2494,Kids,Lifestyle,Dunk Low,L,0.0,Retail,Mumbai,1007.7,0.0
2495,Kids,Basketball,LeBron 20,L,0.0,Retail,Bangaluru,36.16,0.0
2496,Kids,Running,React Infinity,M,5590.58,Retail,bengaluru,3894.95,0.0
2497,Kids,Basketball,Air Jordan,XL,0.0,Online,Mumbai,2592.98,0.0
2498,Kids,Training,ZoomX Invincible,L,0.0,Retail,Pune,1574.98,0.0
2499,Women,Soccer,Premier III,L,0.0,Retail,Hyderabad,1488.3,0.0
2500,Kids,Running,Pegasus Turbo,L,0.0,Online,bengaluru,3100.16,0.0
2501,Women,Lifestyle,Air Force 1,L,0.0,Retail,Kolkata,2321.06,0.0
2502,Women,Basketball,Kyrie Flytrap,M,0.0,Retail,Mumbai,2412.82,0.0
2503,Women,Training,ZoomX Invincible,XL,0.0,Online,Bangaluru,0.0,-173.16
2504,Men,Basketball,Zoom Freak,L,0.0,Online,Hyderabad,0.0,-278.07
2505,Women,Running,Free RN,9,0.0,Online,bengaluru,3748.24,0.0
2506,Men,Training,SuperRep Go,L,0.0,Online,Delhi,276.63,0.0
2507,Men,Soccer,Phantom GT,L,0.0,Retail,Hyderabad,2116.53,0.0
2508,Kids,Soccer,Premier III,XL,0.0,Retail,Kolkata,1811.51,0.0
2509,Men,Running,React Infinity,L,0.0,Online,bengaluru,1086.09,0.0
2510,Kids,Running,React Infinity,L,0.0,Online,Mumbai,3012.1,0.0
2511,Men,Running,Pegasus Turbo,L,-5679.23,Online,Bangaluru,2399.42,0.0
2512,Men,Training,Metcon 7,M,0.0,Online,Kolkata,3074.69,0.0
2513,Women,Basketball,Zoom Freak,XL,0.0,Online,Pune,2764.66,0.0
2514,Kids,Basketball,Air Jordan,M,0.0,Online,bengaluru,1790.41,0.0
2515,Women,Training,SuperRep Go,L,0.0,Retail,Pune,1060.53,0.0
2516,Kids,Running,React Infinity,L,0.0,Online,Pune,157.65,0.0
2517,Men,Lifestyle,Air Force 1,7,0.0,Online,Hyderabad,1968.82,0.0
2518,Women,Basketball,Air Jordan,L,0.0,Retail,Delhi,0.0,-703.61
2519,Women,Running,React Infinity,L,0.0,Online,Hyderabad,0.0,-835.82
2520,Kids,Soccer,Mercurial Superfly,L,0.0,Online,bengaluru,0.0,-945.88
2521,Kids,Lifestyle,Blazer Mid,M,0.0,Online,Kolkata,3265.83,0.0
2522,Men,Running,Pegasus Turbo,XL,0.0,Retail,Kolkata,0.0,-199.13
2523,Men,Basketball,LeBron 20,M,0.0,Retail,Kolkata,2068.49,0.0
2524,Women,Lifestyle,Air Force 1,XL,0.0,Online,Kolkata,997.53,0.0
2525,Women,Training,Metcon 7,XL,0.0,Retail,Kolkata,3453.18,0.0
2526,Kids,Lifestyle,Waffle One,10,0.0,Retail,Hyderabad,3188.07,0.0
2527,Men,Lifestyle,Air Force 1,XL,0.0,Online,Delhi,0.0,-138.78
2528,Women,Training,ZoomX Invincible,11,0.0,Online,Delhi,134.1,0.0
2529,Men,Running,React Infinity,XL,0.0,Online,Kolkata,3008.62,0.0
2530,Women,Lifestyle,Dunk Low,M,0.0,Retail,Mumbai,3936.13,0.0
2531,Men,Soccer,Premier III,XL,0.0,Online,Hyderabad,2875.41,0.0
2532,Men,Soccer,Tiempo Legend,L,0.0,Retail,Bangaluru,72.78,0.0
2533,Women,Training,Flex Trainer,L,0.0,Online,Mumbai,2155.46,0.0
2534,Women,Training,SuperRep Go,M,0.0,Online,Pune,506.26,0.0
2535,Men,Soccer,Tiempo Legend,XL,4403.21,Online,Mumbai,3345.36,0.0
2536,Kids,Running,Air Zoom,M,0.0,Retail,Delhi,0.0,-1091.66
2537,Women,Lifestyle,Waffle One,M,0.0,Retail,Bangaluru,2596.8,0.0
2538,Men,Lifestyle,Waffle One,L,0.0,Retail,Kolkata,223.82,0.0
2539,Women,Running,Free RN,L,0.0,Online,bengaluru,3748.73,0.0
2540,Women,Lifestyle,Air Force 1,L,0.0,Online,Mumbai,0.0,-938.07
2541,Kids,Running,React Infinity,M,0.0,Retail,Mumbai,0.0,-1180.11
2542,Kids,Running,React Infinity,XL,0.0,Retail,Hyderabad,0.0,-1115.89
2543,Women,Lifestyle,Waffle One,L,0.0,Retail,Hyderabad,0.0,-244.09
2544,Men,Training,ZoomX Invincible,L,0.0,Online,Bangaluru,2069.93,0.0
2545,Men,Training,Metcon 7,L,0.0,Retail,Bangaluru,924.07,0.0
2546,Kids,Training,ZoomX Invincible,XL,0.0,Retail,Bangaluru,2084.99,0.0
2547,Women,Soccer,Mercurial Superfly,M,0.0,Retail,Kolkata,0.0,-586.29
2548,Kids,Running,Pegasus Turbo,L,0.0,Online,Delhi,3847.47,0.0
2549,Men,Training,Flex Trainer,XL,0.0,Retail,Delhi,1696.1,0.0
2550,Men,Soccer,Premier III,XL,5815.15,Online,Kolkata,2470.08,0.0
2551,Men,Training,ZoomX Invincible,XL,0.0,Retail,Mumbai,853.25,0.0
2552,Women,Soccer,Premier III,10,0.0,Retail,Hyderabad,3389.34,0.0
2553,Kids,Basketball,Kyrie Flytrap,L,0.0,Online,Delhi,0.0,-739.72
2554,Women,Training,Flex Trainer,M,0.0,Retail,bengaluru,1002.19,0.0
2555,Women,Basketball,Kyrie Flytrap,7,0.0,Retail,Hyderabad,3675.97,0.0
2556,Kids,Lifestyle,Air Force 1,10,0.0,Retail,Kolkata,1327.26,0.0
2557,Men,Basketball,LeBron 20,M,0.0,Retail,Kolkata,1115.74,0.0
2558,Kids,Basketball,Kyrie Flytrap,L,0.0,Online,Mumbai,0.0,-1077.81
2559,Men,Lifestyle,Air Force 1,7,0.0,Online,Kolkata,0.0,-99.73
2560,Kids,Basketball,Zoom Freak,M,0.0,Retail,Delhi,3493.16,0.0
2561,Women,Soccer,Tiempo Legend,XL,0.0,Online,bengaluru,3900.7,0.0
2562,Kids,Training,ZoomX Invincible,L,0.0,Retail,Mumbai,0.0,-79.1
2563,Men,Soccer,Mercurial Superfly,M,8687.88,Retail,Kolkata,2706.61,0.0
2564,Women,Basketball,LeBron 20,M,0.0,Online,Delhi,1279.03,0.0
2565,Women,Lifestyle,Dunk Low,XL,0.0,Online,Mumbai,1754.48,0.0
2029,Women,Running,React Infinity,L,0.0,Retail,Kolkata,2543.37,0.0
2567,Women,Running,Air Zoom,M,0.0,Online,Pune,1162.3,0.0
2030,Women,Soccer,Mercurial Superfly,L,0.0,Retail,Kolkata,0.0,-240.32
2569,Women,Basketball,Air Jordan,L,2305.23,Online,Hyderabad,128.89,0.0
2570,Men,Basketball,Air Jordan,L,0.0,Online,bengaluru,2986.69,0.0
2571,Kids,Soccer,Phantom GT,6,0.0,Retail,Mumbai,276.98,0.0
2572,Men,Lifestyle,Waffle One,XL,-655.2,Retail,Pune,1204.81,0.0
2573,Men,Soccer,Premier III,L,0.0,Online,Delhi,301.42,0.0
2574,Women,Soccer,Tiempo Legend,L,0.0,Retail,Delhi,0.0,-542.87
2575,Men,Training,Metcon 7,XL,0.0,Online,Hyderabad,1982.16,0.0
2576,Kids,Running,Pegasus Turbo,10,0.0,Online,Pune,0.0,-427.11
2577,Women,Running,Air Zoom,L,0.0,Retail,Mumbai,1185.56,0.0
2578,Men,Lifestyle,Blazer Mid,9,0.0,Retail,bengaluru,3550.0,0.0
2579,Kids,Lifestyle,Dunk Low,7,0.0,Online,Delhi,589.3,0.0
2580,Kids,Training,Flex Trainer,M,0.0,Retail,Kolkata,2978.85,0.0
2581,Kids,Running,Free RN,10,0.0,Online,Mumbai,800.45,0.0
2582,Men,Training,Metcon 7,M,0.0,Online,Kolkata,909.76,0.0
2583,Men,Soccer,Tiempo Legend,M,0.0,Retail,Mumbai,3051.16,0.0
2584,Kids,Running,React Infinity,M,0.0,Retail,Hyderabad,0.0,-123.93
2585,Kids,Basketball,Kyrie Flytrap,L,0.0,Retail,Kolkata,0.0,-148.71
2586,Men,Running,Air Zoom,L,0.0,Online,Mumbai,1146.73,0.0
2587,Women,Running,React Infinity,6,0.0,Online,bengaluru,0.0,-480.01
2588,Kids,Basketball,LeBron 20,M,0.0,Online,Pune,2861.32,0.0
2589,Men,Training,Metcon 7,M,0.0,Online,Kolkata,1429.18,0.0
2590,Men,Soccer,Premier III,XL,0.0,Retail,bengaluru,1766.46,0.0
2591,Women,Training,SuperRep Go,L,0.0,Retail,Kolkata,1261.67,0.0
2592,Women,Lifestyle,Blazer Mid,M,0.0,Retail,Mumbai,0.0,-907.48
2593,Men,Lifestyle,Dunk Low,L,0.0,Retail,Mumbai,2505.6,0.0
2594,Women,Training,ZoomX Invincible,XL,7864.9,Retail,Hyderabad,1534.91,0.0
2595,Men,Basketball,LeBron 20,XL,0.0,Retail,Delhi,420.27,0.0
2030,Men,Soccer,Mercurial Superfly,M,0.0,Online,Pune,0.0,-1193.55
2597,Kids,Running,Air Zoom,L,0.0,Online,Bangaluru,0.0,-540.08
2598,Women,Training,Metcon 7,8,0.0,Retail,Bangaluru,3505.24,0.0
2599,Kids,Training,Flex Trainer,12,0.0,Retail,Hyderabad,0.0,-562.31
2600,Kids,Lifestyle,Air Force 1,M,0.0,Online,Pune,803.62,0.0
2601,Women,Soccer,Tiempo Legend,XL,0.0,Retail,Delhi,3739.4,0.0
2602,Kids,Running,Free RN,XL,0.0,Online,Pune,3494.88,0.0
2603,Women,Running,Air Zoom,L,0.0,Online,Hyderabad,0.0,-144.08
2047,Men,Soccer,Phantom GT,L,0.0,Online,Kolkata,2790.51,0.0
2605,Kids,Lifestyle,Dunk Low,L,0.0,Online,bengaluru,0.0,-228.84
2606,Women,Lifestyle,Air Force 1,L,0.0,Retail,Mumbai,805.92,0.0
2607,Women,Basketball,LeBron 20,L,0.0,Online,Kolkata,3522.02,0.0
2608,Women,Lifestyle,Waffle One,L,0.0,Online,Kolkata,354.67,0.0
2609,Kids,Soccer,Premier III,M,0.0,Online,bengaluru,2712.88,0.0
2610,Women,Lifestyle,Blazer Mid,M,0.0,Online,Bangaluru,167.72,0.0
2033,Kids,Soccer,Mercurial Superfly,M,0.0,Retail,Pune,2310.9,0.0
2612,Women,Training,Flex Trainer,M,0.0,Retail,Mumbai,507.1,0.0
2613,Women,Lifestyle,Waffle One,7,9580.88,Retail,Delhi,1473.37,0.0
2614,Women,Running,React Infinity,XL,0.0,Retail,Bangaluru,2095.44,0.0
2615,Women,Soccer,Phantom GT,XL,8031.86,Online,Pune,2105.48,0.0
2616,Men,Lifestyle,Waffle One,XL,0.0,Online,Kolkata,2788.41,0.0
2617,Kids,Soccer,Premier III,XL,0.0,Online,Delhi,2772.05,0.0
2618,Kids,Lifestyle,Dunk Low,XL,0.0,Retail,Pune,3718.11,0.0
2619,Kids,Lifestyle,Waffle One,L,0.0,Online,Hyderabad,0.0,-300.28
2620,Kids,Training,Flex Trainer,XL,0.0,Online,Hyderabad,3874.67,0.0
2621,Kids,Soccer,Phantom GT,L,7953.88,Online,Bangaluru,0.0,-1152.86
2622,Kids,Lifestyle,Blazer Mid,M,0.0,Online,Pune,0.0,-82.31
2623,Men,Running,Pegasus Turbo,L,0.0,Retail,Mumbai,1622.42,0.0
2624,Men,Lifestyle,Blazer Mid,XL,0.0,Retail,bengaluru,2085.94,0.0
2625,Kids,Training,Flex Trainer,M,0.0,Online,Pune,3874.57,0.0
2626,Men,Running,Air Zoom,7,0.0,Retail,bengaluru,0.0,-757.9
2627,Women,Basketball,LeBron 20,7,0.0,Online,Delhi,282.13,0.0
2628,Kids,Basketball,Kyrie Flytrap,L,0.0,Retail,Pune,0.0,-348.88
2629,Kids,Lifestyle,Waffle One,XL,0.0,Retail,Bangaluru,1198.75,0.0
2630,Kids,Running,Pegasus Turbo,L,-233.85,Online,Delhi,3880.6,0.0
2631,Women,Basketball,Zoom Freak,L,0.0,Online,Kolkata,2848.46,0.0
2632,Men,Running,Pegasus Turbo,L,-75.04,Online,Pune,2413.42,0.0
2633,Kids,Basketball,Air Jordan,10,0.0,Online,bengaluru,3634.35,0.0
2634,Men,Lifestyle,Waffle One,L,0.0,Retail,bengaluru,3190.46,0.0
2635,Women,Running,React Infinity,M,0.0,Online,Kolkata,430.63,0.0
2636,Men,Basketball,LeBron 20,11,0.0,Online,bengaluru,3269.14,0.0
2637,Kids,Training,SuperRep Go,L,0.0,Retail,Hyderabad,3847.48,0.0
2638,Men,Soccer,Premier III,8,0.0,Online,Pune,654.11,0.0
2639,Men,Lifestyle,Blazer Mid,XL,0.0,Retail,Pune,374.95,0.0
2640,Kids,Training,ZoomX Invincible,9,0.0,Online,Bangaluru,861.92,0.0
2641,Men,Running,React Infinity,L,0.0,Online,bengaluru,1709.06,0.0
2642,Women,Lifestyle,Air Force 1,XL,0.0,Retail,Pune,0.0,-785.16
2643,Men,Soccer,Mercurial Superfly,L,0.0,Retail,Mumbai,2715.31,0.0
2644,Men,Training,SuperRep Go,M,0.0,Retail,bengaluru,1466.96,0.0
2022,Kids,Training,ZoomX Invincible,L,0.0,Retail,Mumbai,689.62,0.0
2646,Men,Soccer,Premier III,XL,0.0,Retail,Kolkata,2676.52,0.0
2647,Women,Basketball,Zoom Freak,L,0.0,Online,Mumbai,747.29,0.0
